,Id_hecho,N_VICTIMAS,FECHA_x,HORA,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA_x,ACUSADO,AÑO,FECHA_y,AAAA,MM,DD,ROL,VICTIMA_y,SEXO,EDAD,FECHA_FALLECIMIENTO
0,2016-0001,1,2016-01-01,4.0,AV PIEDRA BUENA Y AV FERNANDEZ DE LA CRUZ,AVENIDA,8,-58.47533969,-34.68757022,MOTO-AUTO,MOTO,AUTO,2016,2016-01-01,2016,1,1,CONDUCTOR,MOTO,MASCULINO,19,2016-01-01 00:00:00
1,2016-0002,1,2016-01-02,1.0,AV GRAL PAZ  Y AV DE LOS CORRALES,AVENIDA,9,-58.50877521,-34.66977709,AUTO-PASAJEROS,AUTO,PASAJEROS,2016,2016-01-02,2016,1,2,CONDUCTOR,AUTO,MASCULINO,70,2016-01-02 00:00:00
2,2016-0003,1,2016-01-03,7.0,AV ENTRE RIOS 2034,AVENIDA,1,-58.39040293,-34.63189362,MOTO-AUTO,MOTO,AUTO,2016,2016-01-03,2016,1,3,CONDUCTOR,MOTO,MASCULINO,30,2016-01-03 00:00:00
3,2016-0004,1,2016-01-10,0.0,AV LARRAZABAL Y GRAL VILLEGAS CONRADO,AVENIDA,8,-58.46503904,-34.68092974,MOTO-SD,MOTO,SD,2016,2016-01-10,2016,1,10,CONDUCTOR,MOTO,MASCULINO,18,SD
4,2016-0005,1,2016-01-21,5.0,AV SAN JUAN Y PRESIDENTE LUIS SAENZ PEÑA ,AVENIDA,1,-58.38718297,-34.62246630,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,2016-01-21,2016,1,21,CONDUCTOR,MOTO,MASCULINO,29,2016-02-01 00:00:00
5,2016-0008,1,2016-01-24,18.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2016,2016-01-24,2016,1,24,CONDUCTOR,MOTO,MASCULINO,30,2016-01-24 00:00:00
6,2016-0009,1,2016-01-24,19.0,NOGOYA Y JOAQUIN V. GONZALES,CALLE,11,-58.50095869,-34.60825440,MOTO-AUTO,MOTO,AUTO,2016,2016-01-24,2016,1,24,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29,2016-01-26 00:00:00
7,2016-0010,1,2016-01-29,15.0,AV GENERAL PAZ Y AV DE LOS CORRALES,AVENIDA,9,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO,2016,2016-01-29,2016,1,29,CONDUCTOR,MOTO,MASCULINO,18,2016-01-29 00:00:00
8,2016-0012,1,2016-02-08,1.0,AV BELGRANO Y BERNARDO DE IRIGOYEN,AVENIDA,1,-58.38048577,-34.61303893,MOTO-CARGAS,MOTO,CARGAS,2016,2016-02-08,2016,2,8,CONDUCTOR,MOTO,MASCULINO,22,2016-02-08 00:00:00
9,2016-0013,1,2016-02-10,11.0,AV ENTRE RIOS 1366,AVENIDA,1,-58.39114932,-34.62477387,PEATON-AUTO,PEATON,AUTO,2016,2016-02-10,2016,2,10,PEATON,PEATON,MASCULINO,16,2016-02-10 00:00:00
10,2016-0015,1,2016-02-14,5.0,AV SCALABRINI ORTIZ Y VERA,AVENIDA,15,-58.43760020,-34.59912758,PEATON-AUTO,PEATON,AUTO,2016,2016-02-14,2016,2,14,PEATON,PEATON,FEMENINO,16,2016-02-14 00:00:00
11,2016-0016,1,2016-02-14,22.0,AV REGIMIENTO DE PATRICIOS Y QUINQUELA MARTIN BENITO,AVENIDA,4,-58.36882665,-34.64291993,MOTO-AUTO,MOTO,AUTO,2016,2016-02-14,2016,2,14,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19,2016-02-14 00:00:00
12,2016-0017,1,2016-02-15,16.0,MARIANO ACOSTA Y ANA MARIA JANER,AVENIDA,8,-58.44989671,-34.65970435,PEATON-MOTO,PEATON,MOTO,2016,2016-02-15,2016,2,15,PEATON,PEATON,MASCULINO,59,2016-02-16 00:00:00
13,2016-0019,1,2016-02-17,9.0,LISANDRO DE LA TORRE Y SEVERO GARCIA GRANDE DE ZEQUEIRA ,CALLE,9,-58.50990884,-34.65468721,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-02-17,2016,2,17,PEATON,PEATON,FEMENINO,65,2016-02-17 00:00:00
14,2016-0020,1,2016-02-17,16.0,SUIPACHA 156,CALLE,1,-58.37952223,-34.60653282,PEATON-AUTO,PEATON,AUTO,2016,2016-02-17,2016,2,17,PEATON,PEATON,MASCULINO,59,2016-03-02 00:00:00
15,2016-0021,1,2016-02-17,23.0,AV DIRECTORIO Y CURAPALIGUE,AVENIDA,7,-58.45157703,-34.63063795,AUTO-AUTO,AUTO,AUTO,2016,2016-02-17,2016,2,17,CONDUCTOR,AUTO,MASCULINO,34,2016-02-17 00:00:00
16,2016-0022,1,2016-02-21,6.0,AV 9 DE JULIO Y ADOLFO ALSINA,AVENIDA,1,-58.38144696,-34.61079875,MOTO-AUTO,MOTO,AUTO,2016,2016-02-21,2016,2,21,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,41,SD
17,2016-0025,1,2016-02-28,4.0,AV GRAL PAZ Y AV 27 DE FEBRERO,AVENIDA,8,-58.46244952,-34.70524971,AUTO-AUTO,AUTO,AUTO,2016,2016-02-28,2016,2,28,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,34,2016-02-28 00:00:00
18,2016-0026,1,2016-02-28,7.0,HOLMBERG Y VEDIA,CALLE,12,-58.49216191,-34.54738649,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2016,2016-02-28,2016,2,28,CONDUCTOR,AUTO,MASCULINO,30,2016-03-04 00:00:00
19,2016-0027,1,2016-02-28,9.0,CURAPALIGUE Y AVELINO DIAZ,AVENIDA,7,-58.44497874,-34.63852623,AUTO-AUTO,AUTO,AUTO,2016,2016-02-28,2016,2,28,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,34,SD
20,2016-0028,1,2016-03-02,10.0,VIAMONTE Y AV 9 DE JULIO,AVENIDA,1,-58.38199706,-34.60028648,PEATON-CARGAS,PEATON,CARGAS,2016,2016-03-02,2016,3,2,PEATON,PEATON,MASCULINO,50,2016-03-02 00:00:00
21,2016-0029,1,2016-03-04,17.0,AV CABILDO Y DEHEZA,AVENIDA,12,-58.47378664,-34.54153077,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-03-04,2016,3,4,PEATON,PEATON,MASCULINO,38,2016-03-04 00:00:00
22,2016-0031,1,2016-03-08,12.0,AV GRAL PAZ Y AV CNEL ROCA,AVENIDA,8,-58.47064556,-34.69843756,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,2016-03-08,2016,3,8,CONDUCTOR,MOTO,MASCULINO,21,SD
23,2016-0034,1,2016-03-12,12.0,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,4,-58.40623949,-34.65076549,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-03-12,2016,3,12,PEATON,PEATON,MASCULINO,52,2016-03-12 00:00:00
24,2016-0035,1,2016-03-13,6.0,AV CORRIENTES Y AV CALLAO,AVENIDA,3,-58.39228965,-34.60443527,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,2016-03-13,2016,3,13,CONDUCTOR,MOTO,MASCULINO,34,2016-03-13 00:00:00
25,2016-0036,1,2016-03-14,0.0,HERRERA Y ARISTOBULO DEL VALLE,CALLE,4,-58.37813396,-34.63668504,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,2016-03-14,2016,3,14,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,36,2016-03-14 00:00:00
26,2016-0037,1,2016-03-19,11.0,AV. EVA PERON Y QUIRNO,AVENIDA,7,-58.46275892,-34.64358293,MOTO-MOTO,MOTO,MOTO,2016,2016-03-19,2016,3,19,CONDUCTOR,MOTO,MASCULINO,20,2016-03-19 00:00:00
27,2016-0038,1,2016-03-21,8.0,AV GRAL PAZ COLECTORA Y ZUVIRIA,AVENIDA,8,-58.49683458,-34.67892743,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-03-21,2016,3,21,PEATON,PEATON,MASCULINO,29,2016-03-21 00:00:00
28,2016-0039,1,2016-03-23,1.0,BARTOLOME MITRE Y AV PUEYRREDON,AVENIDA,3,-58.40603217,-34.60883960,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,2016-03-23,2016,3,23,CONDUCTOR,MOTO,MASCULINO,20,2016-03-23 00:00:00
29,2016-0041,2,2016-03-29,11.0,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,7,-58.46076550,-34.63350444,MOTO-CARGAS,MOTO,CARGAS,2016,2016-03-29,2016,3,29,CONDUCTOR,MOTO,MASCULINO,54,2016-03-29 00:00:00
30,2016-0041,2,2016-03-29,11.0,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,7,-58.46076550,-34.63350444,MOTO-CARGAS,MOTO,CARGAS,2016,2016-03-29,2016,3,29,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,SD,2016-03-30 00:00:00
31,2016-0043,1,2016-03-30,18.0,DELLEPIANE LUIS TTE GRAL COLECTORA Y MURGUIONDO,AVENIDA,8,-58.47832463,-34.67494416,PEATON-CARGAS,PEATON,CARGAS,2016,2016-03-30,2016,3,30,PEATON,PEATON,FEMENINO,56,2016-03-30 00:00:00
32,2016-0044,1,2016-03-31,19.0,AV JOSE MARIA MORENO Y BALBASTRO,AVENIDA,7,-58.43213235,-34.63693953,MULTIPLE,MOTO,MULTIPLE,2016,2016-03-31,2016,3,31,CONDUCTOR,MOTO,MASCULINO,24,2016-03-31 00:00:00
33,2016-0045,1,2016-04-11,10.0,AV GRAL PAZ Y AV DEL LIBERTADOR,AVENIDA,13,-58.46743471,-34.53476874,MOTO-SD,MOTO,SD,2016,2016-04-11,2016,4,11,CONDUCTOR,MOTO,MASCULINO,SD,SD
34,2016-0047,1,2016-04-15,5.0,LIMA 1483,CALLE,1,-58.38247061,-34.62571878,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-04-15,2016,4,15,PEATON,PEATON,MASCULINO,41,2016-04-15 00:00:00
35,2016-0048,1,2016-04-15,17.0,AV. CORRIENTES Y AV. DORREGO,AVENIDA,15,-58.44759966,-34.59170240,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-04-15,2016,4,15,PEATON,PEATON,FEMENINO,SD,SD
36,2016-0049,1,2016-04-17,0.0,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 0,700",AUTOPISTA,4,-58.37714647568196,-34.63657525428238,SD-SD,SD,SD,2016,2016-04-17,2016,4,17,SD,SD,SD,SD,SD
37,2016-0050,1,2016-04-19,9.0,TIMOTEO GORDILLO Y AV FERNANDEZ DE LA CRUZ,AVENIDA,8,-58.47305463,-34.68550712,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-04-19,2016,4,19,PEATON,PEATON,MASCULINO,78,2016-04-19 00:00:00
38,2016-0051,1,2016-04-20,4.0,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,4,-58.40623949,-34.65076549,MOTO-CARGAS,MOTO,CARGAS,2016,2016-04-20,2016,4,20,CONDUCTOR,MOTO,MASCULINO,36,2016-04-20 00:00:00
39,2016-0052,1,2016-04-20,20.0,AUTOPISTA LUGONES PK 10000,AUTOPISTA,13,.,.,MOTO-SD,MOTO,SD,2016,2016-04-20,2016,4,20,SD,MOTO,SD,SD,SD
40,2016-0053,1,2016-04-22,9.0,AV TRIUNVIRATO Y AV OLAZABAL,AVENIDA,12,-58.48429180,-34.57558053,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-04-22,2016,4,22,PEATON,PEATON,MASCULINO,38,2016-04-22 00:00:00
41,2016-0054,1,2016-04-23,21.0,AU LUIS DELLEPIANE Y AV GRAL PAZ,AUTOPISTA,8,-58.48695354,-34.68795245,MOTO-MOTO,MOTO,MOTO,2016,2016-04-23,2016,4,23,CONDUCTOR,MOTO,MASCULINO,30,2016-04-25 00:00:00
42,2016-0055,1,2016-04-25,20.0,RAMON CASTILLA Y AV FIGUEROA ALCORTA,AVENIDA,14,-58.40021959,-34.57964781,PEATON-CARGAS,PEATON,CARGAS,2016,2016-04-25,2016,4,25,PEATON,PEATON,MASCULINO,79,2016-04-28 00:00:00
43,2016-0056,1,2016-04-26,4.0,AV LUIS MARIA CAMPOS 30,AVENIDA,14,-58.42957885,-34.57660058,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2016,2016-04-26,2016,4,26,CONDUCTOR,MOTO,MASCULINO,26,2016-04-26 00:00:00
44,2016-0058,1,2016-05-04,14.0,LIMA 1471,CALLE,1,-58.38247542,-34.62556293,PEATON-MOTO,PEATON,MOTO,2016,2016-05-04,2016,5,4,PEATON,PEATON,FEMENINO,57,2016-05-08 00:00:00
45,2016-0059,1,2016-05-08,16.0,PASAJE CIUDADELA Y LIMA OESTE,CALLE,1,-58.38222219,-34.62728101,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-05-08,2016,5,8,PEATON,PEATON,MASCULINO,37,2016-05-26 00:00:00
46,2016-0064,1,2016-05-14,18.0,AV JUAN B JUSTO Y AV CARRASCO,AVENIDA,10,-58.49485242,-34.62953445,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-05-14,2016,5,14,PEATON,PEATON,MASCULINO,20,SD
47,2016-0065,1,2016-05-20,14.0,AV GAONA Y ESPINOSA,AVENIDA,6,-58.45227946,-34.61068024,PEATON-AUTO,PEATON,AUTO,2016,2016-05-20,2016,5,20,PEATON,PEATON,MASCULINO,20,2016-05-20 00:00:00
48,2016-0067,1,2016-05-21,17.0,AV LISANDRO DE LA TORRE Y SARAZA,AVENIDA,8,-58.48455411,-34.67512760,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,2016-05-21,2016,5,21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,30,SD
49,2016-0068,1,2016-05-22,22.0,AV FIGUEROA ALCORTA Y AV PUEYRREDON,AVENIDA,2,-58.39056593,-34.58418569,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,2016-05-22,2016,5,22,CONDUCTOR,MOTO,MASCULINO,58,SD
50,2016-0069,1,2016-05-23,3.0,AV ENTRE RIOS Y PASAJE FILIBERTO,AVENIDA,3,-58.39118948,-34.62704273,AUTO-CARGAS,AUTO,CARGAS,2016,2016-05-23,2016,5,23,CONDUCTOR,AUTO,MASCULINO,30,2016-05-23 00:00:00
51,2016-0073,1,2016-06-11,15.0,MAGARIÑOS CERVANTES 3900,CALLE,10,-58.49021952,-34.62025108,MOTO-CARGAS,MOTO,CARGAS,2016,2016-06-11,2016,6,11,CONDUCTOR,MOTO,MASCULINO,23,SD
52,2016-0074,1,2016-06-12,6.0,AV GRAL PAZ Y RODOLFO SCAPINO,AVENIDA,8,-58.49896559,-34.67732118,AUTO-AUTO,AUTO,AUTO,2016,2016-06-12,2016,6,12,CONDUCTOR,AUTO,MASCULINO,60,SD
53,2016-0075,1,2016-06-12,23.0,AUTOPISTA DELLEPIANE LUIS TTE GRAL Y MIRALLA,AUTOPISTA,8,-58.47461076,-34.66874679,PEATON-AUTO,PEATON,AUTO,2016,2016-06-12,2016,6,12,PEATON,PEATON,MASCULINO,42,2016-06-12 00:00:00
54,2016-0076,1,2016-06-13,16.0,AV SAN MARTIN Y CAMARONES,AVENIDA,15,-58.46210891,-34.60356211,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-06-13,2016,6,13,PEATON,PEATON,FEMENINO,53,2016-06-13 00:00:00
55,2016-0077,1,2016-06-13,21.0,TTEG JUAN D PERON Y AVDA LEANDRO N ALEM,AVENIDA,1,-58.37027770,-34.60536123,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-06-13,2016,6,13,PEATON,PEATON,FEMENINO,SD,SD
56,2016-0078,1,2016-06-13,23.0,AV BELGRANO Y AV JUJUY,AVENIDA,3,-58.40491455,-34.61463830,MOTO-MOTO,MOTO,MOTO,2016,2016-06-13,2016,6,13,CONDUCTOR,MOTO,MASCULINO,30,SD
57,2016-0079,1,2016-06-16,17.0,AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO,AVENIDA,13,-58.45504154,-34.54864492,AUTO-AUTO,AUTO,AUTO,2016,2016-06-16,2016,6,16,CONDUCTOR,AUTO,FEMENINO,51,SD
58,2016-0080,1,2016-06-18,6.0,AV GRAL PAZ Y AV RIVADAVIA,AVENIDA,9,-58.52927982,-34.63931752,AUTO-SD,AUTO,SD,2016,2016-06-18,2016,6,18,CONDUCTOR,AUTO,MASCULINO,60,SD
59,2016-0081,1,2016-06-22,7.0,AV CRISOLOGO LARRALDE Y MACHAIN,AVENIDA,12,-58.48721060,-34.55904606,MOTO-AUTO,MOTO,AUTO,2016,2016-06-22,2016,6,22,CONDUCTOR,MOTO,MASCULINO,40,SD
60,2016-0082,1,2016-06-27,18.0,AV LA PLATA 2384,AVENIDA,4,-58.42273092,-34.64228803,PEATON-AUTO,PEATON,AUTO,2016,2016-06-27,2016,6,27,PEATON,PEATON,MASCULINO,87,2016-07-05 00:00:00
61,2016-0083,1,2016-06-28,20.0,AV JUAN B ALBERDI Y PUAN,AVENIDA,6,-58.44788671,-34.62539009,PEATON-MOTO,PEATON,MOTO,2016,2016-06-28,2016,6,28,PEATON,PEATON,FEMENINO,76,2016-06-29 00:00:00
62,2016-0084,1,2016-06-29,22.0,CARLOS PELLEGRINI Y TUCUMAN,CALLE,1,-58.38110563,-34.60135531,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-06-29,2016,6,29,PEATON,PEATON,MASCULINO,57,2016-07-08 00:00:00
63,2016-0085,1,2016-06-29,22.0,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,4,-58.42378834,-34.65734100,MOTO-MOVIL,MOTO,OTRO,2016,2016-06-29,2016,6,29,SD,MOTO,MASCULINO,SD,SD
64,2016-0086,1,2016-06-30,16.0,AV OLIVERA Y RAMON FALCON,AVENIDA,10,-58.48727942,-34.63652467,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-06-30,2016,6,30,PEATON,PEATON,MASCULINO,75,2016-07-01 00:00:00
65,2016-0087,1,2016-07-02,0.0,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,1,-58.37864583,-34.62907067,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2016,2016-07-03,2016,7,3,CONDUCTOR,MOTO,MASCULINO,23,2016-07-03 00:00:00
66,2016-0088,1,2016-07-11,15.0,CERETTI Y NUÑEZ,CALLE,12,-58.50151750,-34.56767549,PEATON-AUTO,PEATON,AUTO,2016,2016-07-11,2016,7,11,PEATON,PEATON,FEMENINO,70,2016-07-14 00:00:00
67,2016-0089,1,2016-07-14,6.0,AV LUGONES Y LA PAMPA,AUTOPISTA,13,-58.43233425,-34.55185825,PEATON-AUTO,PEATON,AUTO,2016,2016-07-14,2016,7,14,PEATON,PEATON,MASCULINO,35,2016-07-14 00:00:00
68,2016-0090,1,2016-07-14,22.0,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,5,-58.41971993,-34.61112240,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-07-14,2016,7,14,PEATON,PEATON,MASCULINO,60,2016-07-15 00:00:00
69,2016-0092,1,2016-07-15,11.0,AV GRAL PAZ Y AV LIBERTADOR ,AVENIDA,13,-58.46743471,-34.53476874,MOTO-CARGAS,MOTO,CARGAS,2016,2016-07-15,2016,7,15,CONDUCTOR,MOTO,MASCULINO,24,2016-07-15 00:00:00
70,2016-0093,1,2016-07-17,3.0,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,6,-58.44362126,-34.62301748,AUTO-AUTO,AUTO,AUTO,2016,2016-07-17,2016,7,17,CONDUCTOR,AUTO,MASCULINO,35,2016-07-19 00:00:00
71,2016-0095,1,2016-07-23,6.0,MERCEDES Y AV GRAL MOSCONI,AVENIDA,11,-58.51713095,-34.59546519,MOTO-AUTO,MOTO,AUTO,2016,2016-07-23,2016,7,23,CONDUCTOR,MOTO,MASCULINO,29,2016-07-23 00:00:00
72,2016-0096,1,2016-07-25,7.0,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,8,-58.47433193007387,-34.66684950051973,MOTO-CARGAS,MOTO,CARGAS,2016,2016-07-25,2016,7,25,CONDUCTOR,MOTO,MASCULINO,SD,SD
73,2016-0097,1,2016-07-26,18.0,SOLIS Y MEXICO,CALLE,1,-58.39038605,-34.61562810,PEATON-AUTO,PEATON,AUTO,2016,2016-07-26,2016,7,26,PEATON,PEATON,MASCULINO,80,2016-08-12 00:00:00
74,2016-0098,1,2016-07-27,16.0,AV SAN JUAN Y ALBERTI,AVENIDA,3,-58.40042405,-34.62356174,MOTO-CARGAS,MOTO,CARGAS,2016,2016-07-27,2016,7,27,CONDUCTOR,MOTO,FEMENINO,43,SD
75,2016-0099,1,2016-07-29,16.0,AV GRAL MOSCONI Y AV GRAL PAZ,AVENIDA,11,-58.52340614,-34.59798754,CARGAS-CARGAS,CARGAS,CARGAS,2016,2016-07-29,2016,7,29,CONDUCTOR,CARGAS,MASCULINO,45,SD
76,2016-0100,1,2016-08-03,23.0,AV GRAL PAZ  Y DONADO,AVENIDA,12,-58.49491054,-34.54795581,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2016,2016-08-03,2016,8,3,CONDUCTOR,MOTO,MASCULINO,57,2016-08-03 00:00:00
77,2016-0101,1,2016-08-07,19.0,AV GRAL PAZ Y JORGE CHAVEZ,AVENIDA,9,-58.52932872,-34.65014993,SD-SD,SD,SD,2016,2016-08-07,2016,8,7,SD,SD,MASCULINO,67,SD
78,2016-0102,1,2016-08-10,23.0,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,9,-58.50011639,-34.67316502,MOTO-CARGAS,MOTO,CARGAS,2016,2016-08-10,2016,8,10,CONDUCTOR,MOTO,MASCULINO,29,SD
79,2016-0104,1,2016-08-14,21.0,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,9,-58.46635001,-34.65624369,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,2016-08-14,2016,8,14,CONDUCTOR,MOTO,MASCULINO,21,2016-08-15 00:00:00
80,2016-0105,1,2016-08-17,0.0,AV FEDERICO LACROZE Y FRAGA,AVENIDA,15,-58.45343236,-34.58435809,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-08-17,2016,8,17,PEATON,PEATON,MASCULINO,19,2016-08-26 00:00:00
81,2016-0106,1,2016-08-19,21.0,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,1,-58.38090932,-34.58927731,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-08-19,2016,8,19,PEATON,PEATON,MASCULINO,38,SD
82,2016-0107,1,2016-08-20,8.0,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,4,-58.37157668,-34.65429986,MOTO-AUTO,MOTO,AUTO,2016,2016-08-20,2016,8,20,CONDUCTOR,MOTO,MASCULINO,21,SD
83,2016-0109,1,2016-08-24,5.0,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,9,-58.52280139,-34.63659934,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2016,2016-08-24,2016,8,24,CONDUCTOR,AUTO,FEMENINO,53,2016-08-24 00:00:00
84,2016-0110,1,2016-08-24,20.0,AV ALBERDI Y CARHUE,AVENIDA,9,-58.51232237,-34.65903530,PEATON-SD,PEATON,SD,2016,2016-08-24,2016,8,24,PEATON,PEATON,MASCULINO,57,SD
85,2016-0111,1,2016-08-25,9.0,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,15,-58.47461905,-34.57663634,MOTO-CARGAS,MOTO,CARGAS,2016,2016-08-25,2016,8,25,CONDUCTOR,MOTO,MASCULINO,27,2016-08-25 00:00:00
86,2016-0112,1,2016-08-27,4.0,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,1,-58.38268809,-34.62282019,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2016,2016-08-27,2016,8,27,CONDUCTOR,MOTO,MASCULINO,24,2016-08-27 00:00:00
87,2016-0113,1,2016-08-27,16.0,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,9,-58.49603546,-34.64564271,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-08-27,2016,8,27,PEATON,PEATON,FEMENINO,60,SD
88,2016-0114,1,2016-08-31,11.0,SALGUERO 1410,CALLE,14,-58.41848605,-34.59394733,BICICLETA-CARGAS,BICICLETA,CARGAS,2016,2016-08-31,2016,8,31,CICLISTA,BICICLETA,FEMENINO,55,2016-08-31 00:00:00
89,2016-0115,1,2016-09-02,11.0,ARIAS Y TRONADOR,CALLE,12,-58.48935041,-34.54917673,SD-CARGAS,SD,CARGAS,2016,2016-09-02,2016,9,2,SD,SD,MASCULINO,SD,SD
90,2016-0116,1,2016-09-02,20.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,-58.44451316,-34.68475866,MOTO-AUTO,MOTO,AUTO,2016,2016-09-02,2016,9,2,CONDUCTOR,MOTO,MASCULINO,30,2016-09-02 00:00:00
91,2016-0117,1,2016-09-03,15.0,AV DEL LIBERTADOR Y TAGLE,AVENIDA,14,-58.39936478,-34.58271474,AUTO-AUTO,AUTO,AUTO,2016,2016-09-03,2016,9,3,CONDUCTOR,AUTO,MASCULINO,43,SD
92,2016-0118,1,2016-09-04,3.0,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,1,-58.37936704,-34.62694503,AUTO-AUTO,AUTO,AUTO,2016,2016-09-04,2016,9,4,CONDUCTOR,AUTO,MASCULINO,27,2016-09-04 00:00:00
93,2016-0119,1,2016-09-04,6.0,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,12,-58.49659234,-34.56353635,SD-SD,SD,SD,2016,2016-09-04,2016,9,4,PASAJERO_ACOMPAÑANTE,SD,FEMENINO,SD,SD
94,2016-0122,1,2016-09-13,7.0,AV EVA PERON 4233,AVENIDA,9,-58.47256391,-34.65194557,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2016,2016-09-13,2016,9,13,CICLISTA,BICICLETA,MASCULINO,49,2016-09-13 00:00:00
95,2016-0123,1,2016-09-14,9.0,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,7,-58.45130953,-34.64053676,MOTO-AUTO,MOTO,AUTO,2016,2016-09-14,2016,9,14,CONDUCTOR,MOTO,FEMENINO,58,SD
96,2016-0124,1,2016-09-16,15.0,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,7,-58.46271207,-34.62884871,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2016-09-16,2016,9,16,PEATON,PEATON,MASCULINO,67,SD
97,2016-0125,1,2016-09-17,12.0,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,10,-58.49020869,-34.64243791,MOTO-MOTO,MOTO,MOTO,2016,2016-09-17,2016,9,17,CONDUCTOR,MOTO,MASCULINO,30,SD
98,2016-0126,2,2016-09-18,22.0,IRIGOYEN Y TINOGASTA,CALLE,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,2016,2016-09-18,2016,9,18,CONDUCTOR,AUTO,MASCULINO,37,SD
